,merged_full_name,transactor_type
62151,posthumus majority fund posthumus majority fund,Organization
62152,vega fund vega fund,Organization
62153,friends for cathryn neracher friends for cathryn neracher,Organization
62154,ann bollin for state rep ann bollin for state rep,Organization
62155,gov consultant svcs inc 21st century governmental consultant services inc 21st century pac,Organization
62156,committee to elect gina johnsen committee to elect gina johnsen,Organization
62157,spartannash company state political spartannash company state political action committee,Organization
62158,livingston county republican committ livingston county republican committee,Organization
62159,committee to elect sharifa kerene mo committee to elect sharifa kerene moore to court of appeals,Organization
62160,12th congressional district republic 12th congressional district republican committee of michigan,Organization
62161,committee to elect padma kuppa committee to elect padma kuppa,Organization
63560,michigan democratic party youth cauc michigan democratic party youth caucus,Organization
63561,delta political action committee delta political action committee,Organization
63562,ellison for michigan ellison for michigan,Organization
63563,the committee to elect mike hoadley the committee to elect mike hoadley,Organization
63564,the committee to elect gary r eisen the committee to elect gary r eisen,Organization
63565,kristina karamo for sos kristina karamo for sos,Organization
63566,maximus inc political action committ maximus inc political action committee,Organization
63567,wayne county republican committee wayne county republican committee,Organization
63568,stephanie chang for senate stephanie chang for senate,Organization
63569,cte rick outman for state senate committee to elect rick outman for state senate,Organization
65178,cte john damoose for state represent committee to elect john damoose for state representative,Organization
65179,joe tate leadership pac joe tate leadership pac,Organization
65180,curtis hertel jr for michigan curtis hertel jr for michigan,Organization
65181,steve johnson for state rep steve johnson for state rep,Organization
65182,cte pamela hornberger cte pamela hornberger,Organization
65183,enterprise holdings inc enterprise m enterprise holdings inc enterprise mobility political action committee,Organization
65184,wexford county democratic party wexford county democratic party,Organization
65185,mi coin machine op assn mcmoa ampac mi coin machine operators association,Organization
65186,plumbers and steamfitters 85 pac plumbers and steamfitters 85 pac,Organization
65187,tgif victory fund tgif victory fund,Organization
65188,cynthia a johnson stands up detroit cynthia a johnson stands up for all of detroit,Organization
65189,michiganders for the commonwealth michiganders for the commonwealth,Organization
65190,embolden pac embolden pac,Organization
65191,noah arbit for michigan noah arbit for michigan,Organization
65192,up united up united,Organization
65193,vanderwall majority fund vanderwall majority fund,Organization
65194,cte winnie brinks for senate cte winnie brinks for senate,Organization
65195,sabo for michigan sabo for michigan,Organization
65196,brinks victory fund brinks victory fund,Organization
65197,jeff irwin for state senate jeff irwin for state senate,Organization
65198,zorn leadership fund zorn leadership fund,Organization
65199,michigan for ryan d kelley michigan for ryan d kelley,Organization
65200,brinks for michigan brinks for michigan,Organization
65201,compete michigan pac 3 compete michigan pac 3,Organization
65202,friends of jim ananich senate friends of jim ananich senate,Organization
65203,compete michigan political action co compete michigan political action committee,Organization
65204,brinks majority fund brinks majority fund,Organization
65205,friends of will snyder friends of will snyder,Organization
65206,committee to elect tommy brann committee to elect tommy brann,Organization
65207,mi funeral directors assn pac mfda michigan funeral directors association political action committee,Organization
65208,moving genesee county forward pac moving genesee county forward pac,Organization
65209,the committee to elect lana theis the committee to elect lana theis,Organization
65210,raise the wage mi raise the wage mi,Organization
65211,mi working families party pac mi working families party pac,Organization
65212,committee to elect joseph tate committee to elect joseph tate,Organization
66985,saginaw county republican committee saginaw county republican committee,Organization
66986,cass county republican committee cass county republican committee,Organization
66987,14th district republican committee 14th district republican committee,Organization
66988,committee to elect thomas a albert committee to elect thomas a albert,Organization
66989,friends of ranjeev puri friends of ranjeev puri,Organization
66990,cte pamela hornberger for state sena cte pamela hornberger for state senate,Organization
66991,jeff johnson for mi jeff johnson for mi,Organization
66992,casey hoffman for state representati casey hoffman for state representative,Organization
66993,delta county republican party delta county republican party,Organization
66994,michigan association of counties pac michigan association of counties political action committee,Organization
66995,cte kevin rathbun cte kevin rathbun,Organization
66996,small business association of michig small business association of michigan pac ii (superpac),Organization
66997,friends of jon bumstead friends of jon bumstead,Organization
66998,committee to elect ken borton committee to elect ken borton,Organization
66999,stamas leadership pac stamas leadership pac,Organization
67000,ben pac building experience now pac (ben pac),Organization
67001,curt vanderwall for state senate curt vanderwall for state senate,Organization
67002,filler majority pac filler majority pac,Organization
67003,friends of henry ford college pac friends of henry ford college pac,Organization
67004,friends of housing pac friends of housing pac,Organization
67005,michigan aggregates association michigan aggregates association,Organization
67006,west michigan anesthesia pac west michigan anesthesia pac,Organization
67007,mike mueller for state representativ mike mueller for state representative,Organization
67008,health care association of michigan health care association of michigan political action committee,Organization
67009,broadband association of michigan pa broadband association of michigan pac,Organization
67010,acec michigan consulting engineers c acec michigan consulting engineers council pac,Organization
67011,jocelyn benson for secretary of stat jocelyn benson for secretary of state,Organization
68673,bob bezotte for state rep bob bezotte for state rep,Organization
68674,itc holdings corp pac itc holdings corp pac,Organization
68676,dayna polehanki for state senate dayna polehanki for state senate,Organization
68677,small business association of michig small business association of michigan,Organization
68678,dylan pescarolo for state representa dylan pescarolo for state representative,Organization
68679,graham filler for state representati graham filler for state representative,Organization
68680,cindy berry for secretary of state cindy berry for secretary of state,Organization
68681,planned parenthood advocates of mi planned parenthood advocates of mi,Organization
68682,committee to retain judge cori barkm committee to retain judge cori barkman,Organization
68683,bay county republican party committe bay county republican party committee,Organization
68684,friends of darrin camilleri friends of darrin camilleri,Organization
68685,international union of painters and international union of painters and allied trades political action,Organization
68686,committee to elect rachel hood committee to elect rachel hood,Organization
68687,wayne schmidt for state senate wayne schmidt for state senate,Organization
68688,building accountability behind exper building accountability behind experience pac,Organization
68689,community to elect tc clements community to elect tc clements (senate),Organization
68690,helena scott for michigan pac helena scott for michigan pac,Organization
68691,jim stamas for state senate jim stamas for state senate,Organization
68692,committee to elect tc clements committee to elect tc clements (st rep),Organization
68693,committee to elect matt koleszar committee to elect matt koleszar,Organization
70230,rescare inc dba brightspring health rescare inc dba brightspring health services legacy fund,Organization
70231,committee to elect geyer balog committee to elect geyer balog,Organization
70232,mike macdonald for senate mike macdonald for senate,Organization
70233,weiss for michigan weiss for michigan,Organization
70234,friends of dan oneil friends of dan oneil,Organization
70235,angela witwer for state representati angela witwer for state representative,Organization
70236,committee to elect jim haadsma committee to elect jim haadsma,Organization
70237,kevin daley for state senate kevin daley for state senate,Organization
70238,mi assoc of cmh board macmhb michigan assoc of cmh board,Organization
70239,berman leadership fund berman leadership fund,Organization
70240,friends of mark huizenga friends of mark huizenga,Organization
70241,committee to elect mark huizenga committee to elect mark huizenga,Organization
70242,cte marcus a cummings committee to elect marcus a cummings,Organization
70243,southwestern wayne democratic club southwestern wayne democratic club,Organization
70244,committee to elect marc cummings mi committee to elect marc cummings mi state house,Organization
70245,committee to elect jacky eubanks committee to elect jacky eubanks,Organization
70246,committee to elect joe boogren committee to elect joe boogren,Organization
70247,mi7th cdrc mi7th cdrc,Organization
70248,felicia brabec for state representat felicia brabec for state representative,Organization
70249,progress michigan political action f progress michigan political action fund (superpac),Organization
70250,allegan county republican committee allegan county republican committee,Organization
70251,unity fund unity fund,Organization
70252,committee to elect donna lasinski committee to elect donna lasinski,Organization
70253,us ecology inc pac michigan us ecology inc pac michigan,Organization
70254,matt for michigan pac matt for michigan pac,Organization
70255,wave michigan wave michigan,Organization
70256,empower mi vote empower mi vote,Organization
70257,bronna kahle for state senate bronna kahle for state senate,Organization
70258,bronna kahle for state rep bronna kahle for state representative,Organization
70259,committee to elect melanie macey committee to elect melanie macey,Organization
70260,defense pac defense pac,Organization
70261,comcast corporation and nbcuniversal comcast corporation and nbcuniversal political action committee usa,Organization
70262,chief james craig for governor chief james craig for governor,Organization
74267,citizens to elect helena scott citizens to elect helena scott,Organization
74268,committee to elect andrew sebolt for committee to elect andrew sebolt for state rep,Organization
74269,kelly tebay for msu kelly tebay for msu,Organization
74270,friends of john cherry friends of john cherry,Organization
74271,friends of meghan reckling friends of meghan reckling,Organization
74272,one majority goal fund one majority goal fund,Organization
74273,higher ground pac higher ground pac,Organization
74274,secure mi vote secure mi vote,Organization
74275,seiu michigan seiu michigan,Organization
77545,committee  for the advancement of mi committee  for the advancement of michigan psychiatry pac,Organization
77546,abraham aiyash for michigan abraham aiyash for michigan,Organization
77547,michiganders for fair lending michiganders for fair lending,Organization
77548,unlock michigan unlock michigan,Organization
77549,potato growers of michigan inc pac potato growers of michigan inc pac,Organization
77550,red and blue pac red and blue pac,Organization
77551,cte lindsay kronemeyer cte lindsay kronemeyer,Organization
77552,farmington farmington hills democrat farmington farmington hills democratic club,Organization
77553,mecosta county democratic party mecosta county democratic party,Organization
77554,friends of dana nessel friends of dana nessel,Organization
78800,11th congressional dist rep comm 11th congressional dist rep comm,Organization
78801,michigan league of responsible voter michigan league of responsible voters,Organization
78802,cte kim morley cte kim morley,Organization
78803,cng holdings inc pac cng holdings inc political action committee,Organization
78804,michigan crypto pac michigan crypto political action committee,Organization
78805,curtis hertel jr for senate curtis hertel jr for senate,Organization
78806,grand traverse county democratic com grand traverse county democratic committee,Organization
78807,committee to elect sara cambensy for committee to elect sara cambensy for 109th district state representativ,Organization
78808,value for michigan value for michigan,Organization
78809,heat and frost insulators local 25 p heat and frost insulators local 25 pac,Organization
78810,friends of justin faber friends of justin faber,Organization
78811,cte mick bricker cte mick bricker,Organization
78812,mi blue cross blue shield bcbsm pac blue cross blue shield of michigan political action committee,Organization
83886,geiss leadership fund geiss leadership fund,Organization
83887,committee to elect terry j sabo committee to elect terry j sabo,Organization
83888,democratic legislative campaign comm democratic legislative campaign committee,Organization
85797,committee to elect jason wentworth committee to elect jason wentworth,Organization
85798,red cedar conservatives pac red cedar conservatives pac,Organization
85799,michigan association for justice jus michigan association for justice justice pac,Organization
85800,kent county republican committee kent county republican committee,Organization
85801,friends of cara clemente friends of cara clemente,Organization
85802,michigan sugar company growers polit michigan sugar company growers political action committee,Organization
85803,emily bauman emily bauman,Organization
85804,michael detmer for state senate michael detmer for state senate,Organization
85805,julie brixie for state representativ julie brixie for state representative,Organization
85806,clements leadership fund clements leadership fund,Organization
85807,michigan liberation action fund (sup michigan liberation action fund (superpac),Organization
85808,alabas a farhat alabas a farhat,Organization
85809,huizenga for michigan leadership fun huizenga for michigan leadership fund,Organization
85810,committee to elect regina weiss committee to elect regina weiss,Organization
85811,bizon majority fund bizon majority fund,Organization
85812,committee to elect dr john bizon committee to elect dr john bizon,Organization
85813,cte gregory j. markkanen committee to elect gregory j. markkanen,Organization
85814,brad paquette for state representati brad paquette for state representative,Organization
85815,friends of mari manoogian friends of mari manoogian,Organization
85816,plunkett and cooney pc pac plunkett and cooney p c political action committee,Organization
85817,friends of jaime churches friends of jaime churches,Organization
86715,paquette leadership fund paquette leadership fund,Organization
86716,brotherhood of locomotive engineers brotherhood of locomotive engineers and trainmen pac fund,Organization
86717,sylvia santana for senate sylvia santana for senate,Organization
86718,friends of tom barrett friends of tom barrett,Organization
86719,pepsico inc concerned citizens fund pepsico inc concerned citizens fund,Organization
86720,elect ryan berman elect ryan berman,Organization
86721,elect ryan berman ag elect ryan berman ag,Organization
86722,mi regional carpenters mrcc pac michigan regional council of carpenters political action committee,Organization
95114,kevin rinke for governor kevin rinke for governor,Organization
95115,friends of jim lilly friends of jim lilly,Organization
95116,michigan council of nurse practition michigan council of nurse practitioners political action committee,Organization
95117,michigan strategic leadership fund michigan strategic leadership fund,Organization
95118,nesbitt majority fund nesbitt majority fund,Organization
95119,committee to elect david martin stat committee to elect david martin state rep,Organization
95120,elect jim runestad for state senate elect jim runestad for state senate,Organization
95121,building bridges pac building bridges pac,Organization
95122,garrett soldano for michigan garrett soldano for michigan,Organization
99893,mainstreet political action committe mainstreet political action committee,Organization
99894,friends of nate shannon friends of nate shannon,Organization
99895,kevin green for senate kevin green for senate,Organization
99896,the pac for americas future mi the pac for americas future mi,Organization
99897,andrew fink for state representative andrew fink for state representative,Organization
99898,keep michigan safe keep michigan safe,Organization
99899,public health over politicians public health over politicians,Organization
99900,west michigan progress pac west michigan progress pac,Organization
99901,the home depot inc political action the home depot inc political action committee,Organization
99902,moss pac moss pac,Organization
99903,fannie lou hamer political action co fannie lou hamer political action committee,Organization
99904,the julie brixie blue wave fund 2 the julie brixie blue wave fund 2,Organization
99905,the julie brixie blue wave fund the julie brixie blue wave fund,Organization
101065,matt hall for state representative matt hall for state representative,Organization
101066,mi laborers political league michigan laborers political league,Organization
101067,montcalm county republican executive montcalm county republican executive committee,Organization
101068,lansing regional chamber lrc pac lansing regional chamber political action committee,Organization
101069,michigan senate democratic fund michigan senate democratic fund,Organization
102980,friends of bryan posthumus friends of bryan posthumus,Organization
102981,construction workers local 1076 ed c construction workers local 1076 ed comm (superpac),Organization
102982,bob scott for michigan governor camp bob scott for michigan governor campaign committee,Organization
102983,michigan iniative for community heal michigan iniativie for community healing,Organization
102984,monroe plumbers and pipe fit l671 monroe plumbers and pipe fitters local 671 pac fund,Organization
102985,david nathan david nathan,Organization
102986,protect mi vote protect mi vote,Organization
102987,michigan 10th congressional district michigan 10th congressional district democratic committee,Organization
102988,tom leonard for michigan tom leonard for michigan,Organization
102989,advocates of change for tomorrow pol advocates of change for tomorrow political action committee,Organization
102990,gretchen whitmer for governor gretchen whitmer for governor,Organization
121637,sarah anthony for state senate sarah anthony for state senate,Organization
121638,unitedhealth group incorporated pac unitedhealth group incorporated pac,Organization
123267,michigan retailers association polit michigan retailers association political action committee,Organization
123268,friends of chris stewart friends of chris stewart,Organization
123269,wentworth majority fund 2 wentworth majority fund 2,Organization
123270,house republican campaign committee house republican campaign committee,Organization
123271,mi values leadership fund ii mi values leadership fund ii,Organization
123272,committee to elect roger hauck committee to elect roger hauck,Organization
123273,committee to elect anthony feig committee to elect anthony feig,Organization
123274,donna brandenburg for governor donna brandenburg for governor,Organization
123275,wentworth majority fund pac wentworth majority fund pac,Organization
123276,democratic state central committee democratic state central committee,Organization
123277,matt hall majority fund matt hall majority fund,Organization
123278,adam j hollier committee adam j hollier committee,Organization
123279,senate republican campaign committee senate republican campaign committee,Organization
123280,michigan house democratic fund michigan house democratic fund,Organization
123281,committee to elect joe bellino committee to elect joe bellino,Organization
123282,ingham county republican committee ingham county republican committee,Organization
123283,tudor dixon for governor inc tudor dixon for governor inc,Organization
123284,beau lafave sos beau lafave sos,Organization
123285,muskegon county democratic party muskegon county democratic party,Organization
124488,advancing for detroit and mi pac advancing for detroit and mi pac,Organization
124489,second district cong committee of mi second district cong committee of michigan,Organization
124490,vote kelly breen vote kelly breen,Organization
124491,santana for michigan santana for michigan,Organization
124492,clinton county republican committee clinton county republican committee,Organization
124493,friends to elect marshall bullock friends to elect marshall bullock,Organization
124494,emilys list michigan emilys list michigan,Organization
124495,jackson holdings llc and jackson nat jackson holdings llc and jackson national life insurance company ssf,Organization
124496,cleveland cliffs inc pac cleveland cliffs inc pac,Organization
124497,michigan bankers association mibankp michigan bankers association mibankpac state,Organization
124498,michigan education association pac michigan education association pac,Organization
131260,forward together pac forward together pac,Organization
131261,local 357 plumbers and pipefitters p local 357 plumbers and pipefitters political action committee,Organization
132974,friends of linda ybarra-bozzone friends of linda ybarra-bozzone,Organization
132976,michigan motorcycle riders pac michigan motorcycle riders pac,Organization
132977,branch county republican party branch county republican party,Organization
132978,northwest michigan united for racial northwest michigan united for racial equity (superpac),Organization
132979,retired troopers pac retired troopers political action committee,Organization
132980,jim ellison for state rep jim ellison for state rep,Organization
132981,matthew deperno for michigan matthew deperno for michigan,Organization
132982,save america save america,Organization
132983,committee to elect angela rigas committee to elect angela rigas,Organization
132984,committee to elect julie calley committee to elect julie calley,Organization
132985,calley majority fund calley majority fund,Organization
132987,open democracy pac open democracy pac,Organization
132988,committee to elect latisha johnson committee to elect latisha johnson,Organization
132989,republican oakland county commission republican oakland county commissioners pac,Organization
132990,newaygo county republican committee newaygo county republican committee,Organization
132992,cte jon rocha cte jon rocha,Organization
132994,cte jason kolkema for district court committee to elect jason kolkema for district court judge,Organization
132995,carol glanville for state representa carol glanville for state representative,Organization
132997,eleventh congressional district of m eleventh congressional district of michigan democratic party,Organization
132998,taylor fed of teachers pac tft pac taylor federation of teachers political action committee,Organization
133001,michigan democratic jewish caucus michigan democratic jewish caucus,Organization
133002,citizens to elect justin noordhoek citizens to elect justin noordhoek,Organization
134890,committee to elect ginger l shearer committee to elect ginger l shearer for state representative,Organization
134893,jerry solis for state representative jerry solis for state representative,Organization
134894,cte terence mekoski cte terence mekoski,Organization
134895,kent douglas for state representativ kent douglas for state representative,Organization
134896,gratiot county democratic party gratiot county democratic party,Organization
134898,gladwin county gop gladwin county gop,Organization
134900,sylvia grot for state representative sylvia grot for state representative,Organization
134901,cte william thompson cte william thompson,Organization
134902,cte jim diez cte jim diez,Organization
134903,take michigan back (superpac) take michigan back (superpac),Organization
134906,mi right to vote mi right to vote,Organization
134907,cte robert regan cte robert regan,Organization
134908,steven gilbert for state representat steven gilbert for state representative,Organization
134911,saginaw county democratic executive saginaw county democratic executive committee,Organization
134912,ottawa integrity pac ottawa integrity pac,Organization
134913,huron county republican party huron county republican party,Organization
134915,automobile club of michigan politica automobile club of michigan political action committee,Organization
134916,graham diedrich for state representa graham diedrich for state representative,Organization
134917,jeffrey d pepper jeffrey d pepper,Organization
134920,peoples choice diane randall cte peoples choice diane randall cte,Organization
136061,committee to elect tyrone carter committee to elect tyrone carter,Organization
136062,concerned citizen concerned citizen,Organization
136063,jaffe snider raitt heuer and weiss jaffe snider raitt heuer and weiss political committee,Organization
136065,reproductive freedom for all reproductive freedom for all,Organization
136879,state police command officers associ state police command officers association pac,Organization
136885,friends of conservative values friends of conservative values,Organization
137560,aft michigan independent expenditure aft michigan independent expenditure committee superpac,Organization
137564,cte mellissa carone cte mellissa carone,Organization
137565,michigan emergency doctors political michigan emergency doctors political action committee,Organization
137566,cte tenisha yancey for state rep committee to elect tenisha yancey for state rep district 1,Organization
139105,michigan beverage association pac michigan beverage association pac,Organization
139107,mi assoc county drain commissioners michigan association of county drain commissioners pac,Organization
139108,michigan land title association poli michigan land title association political action committee,Organization
139117,mike mueller leadership fund mike mueller leadership fund,Organization
139124,ready to equip industrious leaders ready to equip industrious leaders for liberty pac,Organization
139125,huron valley democratic club pac huron valley democratic club pac,Organization
139129,friends of corn pac friends of corn pac,Organization
139131,mcalvey merchant pac mcalvey merchant pac,Organization
139133,rental property owners assoc of kent rental property owners assoc of kent,Organization
139134,jewish agency political action commi jewish agency political action committee,Organization
139137,grand rapids chamber comeback pac grand rapids chamber comeback political action committee (superpac),Organization
143112,mi building and construction trades mi building and construction trades council pac,Organization
144556,health political action committee mi health political action committee mi health and hospital association,Organization
151156,great lakes education project great lakes education project,Organization
151162,right to life of michigan state poli right to life of michigan state political action committee,Organization
151166,michigan concrete association politi michigan concrete association political action committee,Organization
151167,howell for michigan fund howell for michigan fund,Organization
151173,make michigan great (superpac) make michigan great (superpac),Organization
152300,friends of wmu friends of wmu,Organization
153869,mi politics (superpac) mi politics (superpac),Organization
156682,education gets results education gets results,Organization
158127,school psychologists for kids michig school psychologists for kids michigan association of school psychologis,Organization
158129,foster pac foster pac,Organization
158134,end citizens united non-federal mi end citizens united non-federal mi,Organization
158136,parents not politicians parents not politicians,Organization
158137,michigan chamber of commerce pac ii michigan chamber of commerce pac ii,Organization
158138,true michigan pac  superpac true michigan pac  superpac,Organization
158140,fawn armstrong for judge fawn armstrong for judge,Organization
158143,hope rising action fund hope rising action fund,Organization
164626,committee to elect mike milanowski j committee to elect mike milanowski jr,Organization
165930,occidental petroleum corporation pol occidental petroleum corporation political action committee,Organization
165934,progressive turnout project progressive turnout project,Organization
166902,michigan septic tank association pac michigan septic tank association pac,Organization
168245,zeneca inc. political action committ zeneca inc. political action committee,Organization
168252,conservation voters of michigan pac conservation voters of michigan pac (superpac),Organization
168253,norfolk southern good government fun norfolk southern good government fund of michigan,Organization
168254,michigan radiology political action michigan radiology political action committee,Organization
181898,home builders association political home builders association political action committee,Organization
181900,mamc clerk pac michigan association of municipal clerks clerk pac,Organization
181901,michigan pork producers association michigan pork producers association pac,Organization
181904,michigan distributors and vendors as michigan distributors and vendors association pac,Organization
186332,inspire michigan inspire michigan,Organization
186337,retail wholesale department store un retail wholesale department store union comm on political education,Organization
186343,women of michigan action network pac women of michigan action network pac,Organization
186351,michigan patriots pac (superpac) michigan patriots pac (superpac),Organization
186354,community change voters (superpac) community change voters (superpac),Organization
187600,michigan pest management association michigan pest management association,Organization
187602,auto dealers of michigan political a auto dealers of michigan political action committee,Organization
187603,cornerstone pac cornerstone pac,Organization
187606,detroit caucus pac detroit caucus pac,Organization
200202,t cole leadership fund t cole leadership fund,Organization
200203,bumstead leadership fund bumstead leadership fund,Organization
200209,vansingel majority fund vansingel majority fund,Organization
200210,west michigan cannabis guild west michigan cannabis guild,Organization
200214,michigan needs an adjustment michigan needs an adjustment,Organization
200216,comm pac comm pac,Organization
200221,comm workers of america mi cwa-mac communications workers of america mi action comm,Organization
200223,future northern michigan future northern michigan,Organization
200226,northwest wayne county state local p northwest wayne county state local pac,Organization
200230,daley majority fund daley majority fund,Organization
201684,pohutsky for michigan fund pohutsky for michigan fund,Organization
201689,the sinas dramis law firm pac the sinas dramis law firm pac,Organization
201690,michigan opportunity michigan opportunity,Organization
201691,mi greenstone pac mi greenstone pac,Organization
201697,protect michigan craft beer protect michigan craft beer,Organization
203783,defending michigan values defending michigan values,Organization
203785,nesbitt majority fund 2 nesbitt majority fund 2,Organization
203791,growing michigan majority fund growing michigan majority fund,Organization
205311,glm political action committee glm political action committee,Organization
205313,mac pac mac pac,Organization
205316,csx corporation good govt fund csx corporation good government fund,Organization
212519,convention of states political fund convention of states political fund (superpac),Organization
212521,leadership for educational equity - leadership for educational equity - texas,Organization
216535,mastronardi produce west pac mastronardi produce west pac,Organization
216539,giffords pac giffords pac,Organization
216540,american property casualty insurance american property casualty insurance association pac,Organization
216541,for mi kids for our schools for mi kids for our schools,Organization
217478,citizens to support mi women and chi citizens to support mi women and children,Organization
217488,afendoulis for michigan pac afendoulis for michigan pac,Organization
218735,friends of michigan community action friends of michigan community action pac,Organization
218736,grosse ile taxpayers association (su grosse ile taxpayers association (superpac),Organization
218744,michigan education partners politica michigan education partners political action committee,Organization
218748,rooted in community leadership pac rooted in community leadership pac,Organization
218749,forward majority action michigan (su forward majority action michigan (superpac),Organization
218752,michigan society of professional eng michigan society of professional engineers pac,Organization
218753,the michigan leadership fund the michigan leadership fund,Organization
218756,let mi kids learn let mi kids learn,Organization
218759,associated general contractors polit associated general contractors political action committe of michigan,Organization
218761,camilleri for michigan camilleri for michigan,Organization
219863,rank mi vote ballot question committ rank mi vote ballot question committee,Organization
219868,justice for all (superpac) justice for all (superpac),Organization
219871,puri pac puri pac,Organization
219874,the scotts miracle gro co stewardshi the scotts miracle gro co stewardship pac,Organization
219877,a better michigan a better michigan,Organization
220772,brixie for michigan fund brixie for michigan fund,Organization
220774,wozpac wozpac,Organization
220779,surveyors pac mi society of professi surveyors pac mi society of professional surveyors,Organization
221944,powering the economy (superpac) powering the economy (superpac),Organization
223489,michigan home health association pac michigan home health association pac,Organization
223490,committee to revive michigan electio committee to revive michigan elections,Organization
233177,brabec equity fund brabec equity fund,Organization
233179,cambensy for michigan leadership fun cambensy for michigan leadership fund,Organization
233182,run michigan right fund run michigan right fund,Organization
233184,jacobs solutions inc. political acti jacobs solutions inc. political action committee,Organization
233186,promote the vote 2022 promote the vote 2022,Organization
234369,architects political action committe architects political action committee,Organization
234371,michelle frederick for state board o michelle frederick for state board of education,Organization
234374,committee to elect diana mohyi committee to elect diana mohyi,Organization
234377,sherry gay dagnogo strong women lead sherry gay dagnogo strong women lead pac,Organization
234379,associated food and petroleum dealer associated food and petroleum dealers political action committee,Organization
244288,wayne 12th congressional district re wayne 12th congressional district republican committee,Organization
244289,michigan forest products council michigan forest products council,Organization
244292,humane world action fund of michigan humane world action fund of michigan political action committee,Organization
244299,leaders engaged actively in democrac leaders engaged actively in democracy,Organization
244301,democratic club of taylor womens aux democratic club of taylor womens auxiliary,Organization
246334,united food and commercial workers a united food and commercial workers active ballot club,Organization
254960,friends of mclaren political action friends of mclaren political action committee,Organization
257163,brighter michigan pac (superpac) brighter michigan pac (superpac),Organization
257165,huck pac inc huck pac inc,Organization
260343,michigan association of broadcasters michigan association of broadcasters political action committee,Organization
260344,michigan impact michigan impact,Organization
260345,national assoc of social workers pac national association of social workers michigan political action for can,Organization
260348,voters for transparency and term lim voters for transparency and term limits,Organization
260349,unity in action unity in action,Organization
260362,edupac1 edupac1,Organization
261544,friends of dayne hoffman friends of dayne hoffman,Organization
261549,advance michigan (superpac) advance michigan (superpac),Organization
261552,take back michigan superpac take back michigan superpac,Organization
261554,committee to elect dan vanden heede committee to elect dan vanden heede,Organization
261557,bank on wayne county bank on wayne county,Organization
261558,melanie foster for msu trustee melanie foster for msu trustee,Organization
261559,committee to elect george d. lyons committee to elect george d. lyons,Organization
261560,baraga co rep comm baraga county republican committee,Organization
261563,michigan organization on adolescent michigan organization on adolescent sexual health,Organization
261564,forest hills democratic club forest hills democratic club,Organization
261565,us taxpayers party of michigan state us taxpayers party of michigan state central committee,Organization
263245,muskegon county republican executive muskegon county republican executive committee (muskegon gop),Organization
263246,friends of george ranville friends of george ranville,Organization
263248,committee to elect michael brooks committee to elect michael brooks,Organization
263251,committee to elect barbara conley committee to elect barbara conley,Organization
263252,committee to elect kenneth kish committee to elect kenneth kish,Organization
263253,committee to elect cathy albro committee to elect cathy albro,Organization
263254,committee to elect reggie reg davis committee to elect reggie reg davis,Organization
263256,cte khalil othman cte khalil othman,Organization
263258,christine baker christine baker,Organization
263260,committee to elect kevin counts committee to elect kevin counts,Organization
263261,citizens to elect kathy schmaltz citizens to elect kathy schmaltz,Organization
263262,james shepler for state representati james shepler for state representative,Organization
263263,ryan gallogly for michigan ryan gallogly for michigan,Organization
263264,friends of brian hosticka friends of brian hosticka,Organization
263265,the committee to elect robin mcgrego the committee to elect robin mcgregor,Organization
263266,klint kesto for senate klint kesto for senate,Organization
263267,friends of holli vallade friends of holli vallade,Organization
265412,committee to elect marshall averill committee to elect marshall averill,Organization
265413,committee to elect athena lynn thorn committee to elect athena lynn thornton,Organization
265414,friends of reggie miller friends of reggie miller,Organization
265416,committee to elect dave staudt committee to elect dave staudt,Organization
265417,committee to elect matthew sabaugh f committee to elect matthew sabaugh for circuit court,Organization
265419,jodi decker jodi decker,Organization
265421,committee to elect kayle keith hinkl committee to elect kayle keith hinkle jr,Organization
265424,committee to elect jenn hill state r committee to elect jenn hill state representative,Organization
265426,joel sheltrown for senate joel sheltrown for senate,Organization
265428,cte greg alexander for state represe cte greg alexander for state representative,Organization
265429,committee to elect rebecca jurva-bri committee to elect rebecca jurva-brinn,Organization
265431,cte mary berlingieri for state repre cte mary berlingieri for state representative,Organization
265434,committee to elect aaron delikta committee to elect aaron delikta,Organization
266560,ernest little ernest little,Organization
266561,karl barr for judge karl barr for judge,Organization
266562,joseph fox for state representative joseph fox for state representative,Organization
266563,david soltis for state house david soltis for state house,Organization
266564,committee to elect david lacasse dis committee to elect david lacasse district judge,Organization
266569,friends of randy bishop friends of randy bishop,Organization
266572,john braamse for state senate john braamse for state senate,Organization
268172,rodney wakeman for state senator rodney wakeman for state senator,Organization
268174,diana lynn mcclain diana lynn mcclain,Organization
268175,friends of james desana friends of james desana,Organization
268179,committee to elect nancy deboer committee to elect nancy deboer,Organization
268183,committee to elect gregory c. pittma committee to elect gregory c. pittman,Organization
268184,committee to elect kathy clark committee to elect kathy clark,Organization
268193,family business owners of michigan p family business owners of michigan pac,Organization
268195,committee to elect melody wagner committee to elect melody wagner,Organization
269576,committee to elect kimberly sheppard committee to elect kimberly sheppard hugle for representative,Organization
270867,committee to elect brian warzocha committee to elect brian warzocha,Organization
270868,carlee knott carlee knott,Organization
270872,cass county democratic party cass county democratic party,Organization
270873,keep judge kirsten hartig keep judge kirsten hartig,Organization
270876,emily busch for state representative emily busch for state representative,Organization
270878,friends for mark bignell friends for mark bignell,Organization
